OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.749,,
63718,ROAD RANGER #210,"I-39/US-51, EXIT 99 & SR-38",Rochelle,IL,520,3.699,,
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.719,,
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.749,,
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.689,,
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.679,,
63730,PILOT TRAVEL CENTERS #309,"I-77, EXIT 25",Caldwell,OH,430,3.65233333,,
63743,PILOT TRAVEL CENTERS #370,"I-81, EXIT 175",Pittston,PA,200,4.17566666,,
63745,PILOT TRAVEL CENTER #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,,
63745,PILOT TRAVEL CENTERS #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,,
63752,MR FUEL #732,"I-80, EXIT 226",Girard,OH,573,3.239,,
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.299,,
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.399,,
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.249,,
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.599,,
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.399,,
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.459,,
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.299,,
63770,FLYING J TRAVEL PLAZA #694,"I-90, EXIT 223",Austinburg,OH,305,3.859,,
63775,FLYING J #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,,
63775,FLYING J TRAVEL PLAZA #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,,
63781,Pilot Travel Centers #8,US-23 & PITTSBURG RD,Circleville,OH,315,3.799,,
63789,PILOT TRAVEL CENTER #448,"I-65, EXIT 240",Hebron,IN,365,3.599,,
63789,PILOT TRAVEL CENTERS #448,"I-65, EXIT 240",Hebron,IN,365,3.354,,
63946,MINIT MART #600644,"I-80, EXIT 134",Joliet,IL,399,3.599,41.5129203,-88.0985741
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.539,,
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.439,,
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.479,,
63957,SUNMART FOOD STORE,SR-37,Bloomington,IN,375,3.499,39.1640059,-86.4716299
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.499,,
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.599,,
63960,BUTLER ONE STOP,"I-69, EXIT 329",Butler                                  ,IN,370,3.519,,
63962,7-ELEVEN #40505,"I-80, EXIT 90",Elkhart,IN,465,4.11566666,,
63965,GOOD TO GO #11,"I-65, EXIT 158",Frankfort,IN,375,3.549,,
63966,PHILS ONE STOP,"I-69, EXIT 309B",Fort Wayne                              ,IN,370,3.67566666,,
63972,7-ELEVEN #40506,"I-80/I-90, MM 125 WB",Howe,IN,465,3.899,,
63977,CAREFREE FOOD MART,"I-64, EXIT 92",Leavenworth                             ,IN,415,3.499,,
63978,Gallops,"I-80, EXIT 107",Middlebury,IN,370,3.549,,
64181,SUNOCO- JOYCE KILMER PLAZA #7012,"NJTP,EXIT 8A",East Brunswick,NJ,115,3.899,,
64182,SUNOCO- VINCE LOMBARDI SERVICE AREA #7017,"NJ TURNPIKE, EXIT 18",Ridgefield,NJ,115,3.899,,
64183,SUNOCO- THOMAS EDISON PLAZA #7013,"NJTP, EXIT 11",Woodbridge,NJ,79,3.899,40.553933,-74.2690541
64195,DANDY MINI MART #14,"I-86, EXIT 62",Nichols,NY,32,3.439,,
64206,SUNOCO WOODROW WILSON PLAZA #7010,"NJTP, EXIT 7",Trenton,NJ,150,3.899,,
64210,FUEL 1,"I-287, EXIT 4",South Plainfield,NJ,79,4.799,,
64216,DANDY MINI MART #31,SR-13 & SR-224,Cayuta,NY,190,4.399,,
64218,PILOT TRAVEL CENTERS #494,"I-88, EXIT 25",Schenectady,NY,12,3.999,,
64221,BELL STORES #49,"I-76E, EXIT 25B",Akron,OH,249,3.499,,
64223,7-ELEVEN #40295,"I-80, EXIT 170",Broadview Heights,OH,249,3.52733333,,
64224,7-ELEVEN #40296,SR-176,Broadview Heights,OH,249,3.53233333,41.3047607,-81.6847015
64227,GO MART FOOD STORE #116,US-50 & SR-7,Coolville                               ,OH,430,3.35733333,39.2218885,-81.8033964
64229,SPEEDWAY #9385,"I-70, EXIT 129",Hebron,OH,315,3.369,,
64230,Certified Oil #400423,I-70 EXIT 126,Hebron,OH,315,3.39566666,,
64231,7-ELEVEN #40293,"OHIO TURNPIKE EB MILEPOST 139/I-80, EXIT 139",Amherst,OH,249,3.53233333,,
64233,74 FUEL STOP,"I-74, EXIT 3",Harrison,OH,300,3.859,,
64235,PENNZMART FUEL EXPRESS,ST 100,Tiffin                                  ,OH,411,3.4315,41.1132803,-83.1759049
64236,KFC TRAVELMART,SR-199,Upper Sandusky,OH,411,3.249,40.8307485,-83.290105
64270,PENN JERSEY DIESEL & TRAILER,"I-95, EXIT 37",Bensalem,PA,160,4.199,,
64274,RUTTERS #53,"I-83, EXIT 32 & SR-382",Etters,PA,70,3.999,,
64275,7-ELEVEN #40279,I-276 & US-202 (KING OF PRUSSIA SERVICE PLAZA WB),King Of Prussia,PA,160,3.884,,
64282,ONVO TRAVEL PLAZA - HICKORY RUN,"I-80, EXIT 274",White Haven,PA,200,3.58566666,,
64487,PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.299,,
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.499,,
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.349,,
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.299,,
64487,PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.499,,
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.849,,
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.829,,
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.889,,
64492,QUICK FUEL #2103,"I-70, EXIT 89",Indianapolis,IN,375,3.309,,
64502,QUICK FUEL #2305,"I-270, EXIT 10",Columbus,OH,315,3.63066666,,
64503,QUICK FUEL #2304,"I-75, EXIT 210",Toledo,OH,550,3.60066666,,
64519,BLUE RIDGE TRAVEL PLAZA,"I-81 SOUTHBOUND, EXIT 155",Mountain Top,PA,200,3.649,,
64520,LOVES TRAVEL STOP #222,"I-70/US-35, EXIT 149B & US/35/SR-38",Richmond,IN,375,3.949,,
64525,PILOT TRAVEL CENTERS #3,"I-80, EXIT 223",Youngstown,OH,573,3.45233333,,
64538,PILOT TRAVEL CENTER #445,"I-94, EXIT 22 & US-20",Chesterton,IN,365,3.829,,
64538,PILOT TRAVEL CENTERS #445,"I-94, EXIT 22 & US-20",Chesterton,IN,365,3.799,,
64651,QUICK FUEL #2101,I-465,Indianapolis,IN,375,3.869,39.7179804,-86.0517766
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.699,,
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.659,,
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.599,,
64672,FLYING J TRAVEL PLAZA #655,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.959,,
64673,WESTVILLE TRUCKSTOP,US-6/US-421,Westville                               ,IN,365,3.58566666,41.5384799,-86.9055656
64684,MR FUEL #721,"I-465, EXIT 4 & SR 37",Indianapolis,IN,375,3.319,,
64894,CIRCLE K #4701251,"I-55, EXIT 160B & SR-9",Bloomington,IL,280,3.399,,
64894,CIRCLE K #4701251,"I-55, EXIT 160B & SR-9",Bloomington,IL,280,3.599,,
64894,CIRCLE K #4701251,"I-55, EXIT 160B & SR-9",Bloomington,IL,280,3.499,,
64902,DOWNS TRAVEL MART,"I-74, EXIT 142",Downs,IL,368,3.499,,
64907,FREEDOM OIL #77,"I-74, EXIT 112 & SR-117",Goodfield                               ,IL,368,3.659,,
64913,Circle K #4701331,US-136 & US-67,Macomb,IL,345,3.499,40.4588796,-90.6806394
64914,Martinsville Food and Fuel,"I-70, EXIT 136",Martinsville,IL,510,3.489,,
64920,KWIK STAR #1530,"I-88/SR-110, EXIT 76 & SR-251",Rochelle,IL,520,3.499,,
64928,SPEEDWAY #1432,"I-294, EXIT 22",Willow Springs,IL,293,3.859,,
64929,KARTAR TRUCK STOP,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.599,,
64930,THORNDALE SHELL,"I-290, EXIT 5",Wood Dale,IL,290,3.459,41.9443787,-87.9928546
64933,MCCLURE OIL #66,US-33/US-27,Decatur,IN,370,3.699,40.8099791,-84.939404
64938,FAMILY EXPRESS #41 (DISCOUNT AVAILABLE),US-52,Lafayette,IN,375,3.43233333,40.3936026,-86.9017426
64939,FAMILY EXPRESS #27 (DISCOUNT AVAILABLE),US-421,Medaryville,IN,365,3.649,41.08174,-86.8920281
64946,MORNING STAR AUTO TRUCK PLAZA,"I-69, EXIT 334 & US-6",Waterloo                                ,IN,370,3.699,,
65033,PILOT TRAVEL CENTERS #457,"I-75, EXIT 135",Beaverdam,OH,411,3.33066666,,
65308,SUNOCO,SR-17,East Rutherford                         ,NJ,115,3.19233333,40.833989,-74.0970865
65310,Edison Fuel Stop,US-1,Edison,NJ,115,3.159,40.4941326,-74.4129442
65314,Union 76,"I-55, EXIT 50A",Richwood,NJ,150,3.399,,
65315,SUNOCO- RICHARD STOCKTON PLAZA #7009,NJ TURNPIKE MILE POST 58.7 ,Trenton,NJ,115,3.899,,
65319,PHILLIPS 66,US-30,Clementon,NJ,150,3.199,39.8110615,-74.9825004
65320,PILOT #891,"I-80, EXIT 27B",Ledgewood,NJ,105,4.099,,
65328,THIND TRAVEL PLAZA,SR-20,North Bergen                            ,NJ,115,3.259,40.8042674,-74.012084
65332,BETTY ROSS TRUCK STOP /BP,US-130 & SR-73,Pennsauken,NJ,150,3.329,39.9277151,-75.0837943
65334,SUNOCO,US 22 WEST,Phillipsburg                            ,NJ,115,3.329,,
65335,CONOCO,US-22,Phillipsburg,NJ,90,3.359,40.6914766,-75.2040374
65338,SWIFT FUEL STOP,"I-78, EXIT 13",Newark                                  ,NJ,115,3.879,,
65339,US GAS & DIESEL,US-46,Ridgefield,NJ,115,3.229,40.843709,-74.0059742
65343,ENRITE,"I-287, EXIT 4",South Plainfield,NJ,115,3.999,,
65345,SOUTH BRUNSWICK VALERO,US-130,North Brunswick                         ,NJ,115,3.16566666,40.4462588,-74.4662094
65350,Phillips 66,"I-295, EXIT 1",Vineland                                ,NJ,150,3.359,,
65351,RIGGINS TRUCK PLAZA,"I-55, EXIT 26",Vineland,NJ,150,3.269,,
65353,SUNOCO- GROVER CLEVELAND TRAVEL PLAZA #7014,"NORTH NJ TNPK, EXIT 11",Woodbridge,NJ,115,3.899,,
65373,CHAMPLAIN PETERBILT FUEL MART,"I-87, EXIT 43",Champlain,NY,39,3.799,,
65377,PETROL 9 W,US-9W,Glenmont,NY,12,3.699,42.6100407,-73.7886045
65379,MIRABITO #74,"SR-79 N/I-88E, EXIT 6",Harpursville                            ,NY,12,4.659,,
65381,NATIVE PRIDE,"I-90, EXIT 58 & US-20",Irving,NY,38,2.999,,
65381,NATIVE PRIDE,"I-90, EXIT 58 & US-20",Irving,NY,38,2.899,,
65383,M AND M ALLEGANY JUNCTION,"I-86/SR-17, EXIT 23 & US-219/US-219 BUS",Limestone,NY,38,3.129,,
65386,MIRABITO #73,"I-88, EXIT 12",Otego,NY,12,3.999,,
65387,MAPLEFIELDS,SR-22 & SR-442,Peru,NY,235,3.799,,
65392,CIRCLE K #4707622,"I-90, EXIT 41",Seneca Falls,NY,220,3.999,,
65395,BELLSTORES #132,US-30 & SR-60,Ashland,OH,249,3.499,40.9019702,-82.3345586
65398,QUICK FUEL #2306,"I-480, EXIT 12",Brookpark,OH,305,3.669,,
65400,NORTHSIDE FUEL STOP,US-30 & SR-19,Bucyrus,OH,411,3.50733333,40.8119324,-82.9749136
65406,MOBIL,"I-90/SR-2, EXIT 182B",Cleveland,OH,305,3.76566666,,
65411,CLARKS PUMP N SHOP #10,SR- 32,Jackson,OH,315,3.699,39.0412539,-82.6215644
65415,SPEEDWAY #9314,US-20 & SR-21,Massillon,OH,249,3.48233333,40.8040747,-81.5265069
65423,BARNEYS CONVENIENCE MART #15,"I-75, EXIT 195 & I-90, EXIT 64 & SR-795",Rossford,OH,550,3.599,,
65426,CIRCLE K #4705357,US-23 & SR-316,Ashville,OH,315,3.089,39.7183238,-82.9532411
65431,QUICK MART AND MORE,US-22 & SR-43,Steubenville,OH,573,3.639,40.3633083,-80.6221062
65513,GETGO #3602,"I-76, EXIT 146 & I-99, EXIT 1 & US-220",Bedford                                 ,PA,14,4.09233333,,
65514,ONVO TRAVEL PLAZA,"I-78, EXIT 13 & SR- 501",Bethel,PA,70,3.34733333,,
65518,KWIK FILL #239,ST 51,Crescent                                ,PA,165,3.799,,
65521,RUTTERS #17,US-15 & SR-234,East Berlin,PA,70,4.294,,
65522,TURKEY HILL #950324,US-322 & SR-23/SR-897,East Earl,PA,208,3.78566666,,
65523,SAC SHOP #512,US-30,Everett                                 ,PA,14,4.099,40.0255594,-78.3656198
65524,SAC SHOP #514,I-76/I-70 & US-30,Everett                                 ,PA,14,4.099,,
65525,SHELL,"I-95, EXIT 46A & US-1",Fairless Hills,PA,160,3.899,,
65527,SUNOCO SERVICE STATION,"I-81, EXIT 5",Greencastle,PA,70,3.899,,
65530,7-ELEVEN #40284,"I-76, EXIT 19/247",Hershey,PA,70,3.96733333,,
65532,PILOT TRAVEL CENTERS #1,"I-80,  EXIT 173",Mill Hall,PA,14,4.01566666,41.112112,-77.49051
65533,LIBERTY EXXON,US-15 & SR-414,Liberty,PA,138,3.699,,
65537,SHEETZ #048,US-22,Nanty Glo,PA,14,3.51733333,40.471514,-78.834566
65538,WELMART,"SR-28, EXIT 16",Natrona Heights                         ,PA,165,4.19233333,,
65549,T&C MINI MART,SR-33 & SR-191,Stockertown,PA,90,3.699,,
65552,A PLUS MINI MARKET,US-1 & SR-132,Feasterville Trevose                    ,PA,160,3.899,,
65556,RUTTERS #60,US-30 & SR-116,York,PA,70,4.249,,
65837,PILOT TRAVEL CENTERS #455,"I-71, EXIT 140",Marengo                                 ,OH,315,3.719,,
65847,ROAD RANGER #132,"I-57, EXIT 240",Champaign,IL,280,3.509,,
65847,ROAD RANGER #132,"I-57, EXIT 240",Champaign,IL,280,3.409,,
65847,ROAD RANGER #132,"I-57, EXIT 240",Champaign,IL,280,3.549,,
65847,ROAD RANGER #132,"I-57, EXIT 240",Champaign,IL,280,3.449,,
65858,SPEEDWAY #6661,"I-94, EXIT 40  & US-20 & US-35",La Porte,IN,465,3.599,,
65859,SPEEDWAY #6662,US-20 & SR-15,Bristol,IN,465,3.549,41.7222607,-85.8122854
65863,VALERO,SR-31,Clinton,NJ,115,3.359,,
65866,FLYING J TRAVEL PLAZA #710,"I-81, EXIT 219",New Milford,PA,200,4.17566666,,
65880,MR FUEL DBA ONE9 #1245,"I-55, EXIT 52 & SR-16",Litchfield,IL,574,3.199,,
65880,ONE9 MR FUEL #1245,"I-55, EXIT 52 & SR-16",Litchfield,IL,574,3.239,,
65880,ONE9 MR FUEL #1245,"I-55, EXIT 52 & SR-16",Litchfield,IL,574,3.299,,
65880,ONE9 MR FUEL #1245,"I-55, EXIT 52 & SR-16",Litchfield,IL,574,3.199,,
65880,MR FUEL DBA ONE9 #1245,"I-55, EXIT 52 & SR-16",Litchfield,IL,574,3.299,,
65883,FLYING J TRAVEL PLAZA #647,"I-64, EXIT 25 & US-41",Haubstadt,IN,340,3.959,,
65909,7-Eleven/7FLEET #40496,"I-81, EXIT 47 & SR-12",Watertown,NY,220,4.149,,
66020,LOVES TRAVEL STOP #221,I-70 EXIT 160,Zanesville,OH,315,3.48233333,,
66026,FLYING J TRAVEL PLAZA #643,"I-70 & I-57, EXIT 160",Effingham,IL,510,3.349,,
66026,FLYING J TRAVEL PLAZA #643,"I-70 & I-57, EXIT 160",Effingham,IL,510,3.299,,
66026,FLYING J TRAVEL PLAZA #643,"I-70 & I-57, EXIT 160",Effingham,IL,510,3.499,,
66034,FAS MART #5134,"I-72, EXIT 144 S",Decatur,IL,280,3.459,,
66034,FAS MART #5134,"I-72, EXIT 144 S",Decatur,IL,280,3.499,,
66042,FLYING J TRAVEL PLAZA #707,"I-80, EXIT 78",Brookville,PA,14,4.034,,
66045,FLYING J TRAVEL PLAZA #698,"I-71, EXIT 69",Jeffersonville,OH,315,3.399,,
66046,PETRO STOPPING CENTER #345,I-69 EXIT357,Fremont,IN,550,3.899,,
66050,PILOT TRAVEL CENTERS #130,"I-77, EXIT 145",Richfield,OH,305,3.799,,
66057,ROAD RANGER #205,"I-90, EXIT 1",South Beloit,IL,290,3.469,,
66061,FLYING J TRAVEL PLAZA #709,"I-80, EXIT 173",Mill Hall,PA,14,4.01566666,41.112112,-77.49051
66070,TAURO,"SR-78, EXIT 3",Phillipsburg,NJ,90,3.34233333,,
66099,NEW JERSEY TRUCK STOP DIESEL ONLY,"I-95, EXIT 15E & US-9/US-1",Kearny,NJ,79,3.759,,
66113,7-ELEVEN #39467,"I-95, EXIT 16E",Jersey City,NJ,115,3.259,,
66115,FLYING J TRAVEL PLAZA #697,"I-80, EXIT 234B",Hubbard,OH,573,3.459,,
66116,ONVO TRAVEL PLAZA - HARFORD,"I-81, EXIT 217 & SR-547",Harford,PA,200,3.589,,
66117,ONVO TRAVEL PLAZA PINE GROVE,"I-81, EXIT 32",Pine Grove,PA,70,3.539,,
66119,FLYING J TRAVEL PLAZA #645,"I-270 & SR-11, EXIT 6",Granite City,IL,540,3.699,,
66119,FLYING J TRAVEL PLAZA #645,"I-270 & SR-11, EXIT 6",Granite City,IL,540,3.659,,
66119,FLYING J TRAVEL PLAZA #645,"I-270 & SR-11, EXIT 6",Granite City,IL,540,3.559,,
66119,FLYING J TRAVEL PLAZA #645,"I-270 & SR-11, EXIT 6",Granite City,IL,540,3.579,,
66119,FLYING J TRAVEL PLAZA #645,"I-270 & SR-11, EXIT 6",Granite City,IL,540,3.599,,
66121,ROAD RANGER #226,"I-65, EXIT 99",Greenwood,IN,375,3.60066666,,
66122,ROAD RANGER #139,"I-57, EXIT 212",Tuscola,IL,280,3.229,,
66123,ROAD RANGER #225,"I-80, EXIT 56",Princeton,IL,290,3.289,,
66123,ROAD RANGER #225,"I-80, EXIT 56",Princeton,IL,290,3.389,,
66123,ROAD RANGER #225,"I-80, EXIT 56",Princeton,IL,290,3.449,,
66125,LOVES TRAVEL STOP #249,"I-55, EXIT 109",Williamsville,IL,318,3.489,,
66125,LOVES TRAVEL STOP #249,"I-55, EXIT 109",Williamsville,IL,318,3.389,,
66125,LOVES TRAVEL STOP #249,"I-55, EXIT 109",Williamsville,IL,318,3.399,,
66131,SPEEDWAY #3446,"I-95, EXIT 10 & SR-440",Edison,NJ,115,3.58566666,,
66152,Flying J Travel Plaza #656,"I-65, EXIT 95 & CR-500",Whiteland,IN,375,3.959,,
66184,HENRIETTA TRUCK STOP,"I-390, EXIT 12 & I-90, EXIT 46",Henrietta,NY,190,3.899,,
66224,ROAD RANGER #235,"I-90, EXIT 36",Hampshire,IL,290,3.369,,
66225,ROAD RANGER #140,"I-39, EXIT 72",Mendota,IL,520,3.439,,
66225,ROAD RANGER #140,"I-39, EXIT 72",Mendota,IL,520,3.299,,
66225,ROAD RANGER #140,"I-39, EXIT 72",Mendota,IL,520,3.269,,
66225,ROAD RANGER #140,"I-39, EXIT 72",Mendota,IL,520,3.339,,
66227,Pilot Travel Centers #482,"I-57, EXIT 95",Mount Vernon,IL,574,3.399,,
66227,Pilot Travel Center #482,"I-57, EXIT 95",Mount Vernon,IL,574,3.599,,
66227,Pilot Travel Center #482,"I-57, EXIT 95",Mount Vernon,IL,574,3.459,,
66227,Pilot Travel Center #482,"I-57, EXIT 95",Mount Vernon,IL,574,3.359,,
66238,BETTY BEAVERS TRUCKSTOP,"I- 90, EXIT 29",Canajoharie,NY,12,3.599,,
66263,One9 SPEEDWAY #6753,"I-78, EXIT 1",Fleetwood,PA,208,3.83233333,,
66266,7-ELEVEN #40508,"I-80, EXIT 90",Elkhart,IN,465,3.999,,
66267,TA DEMOTTE TRAVEL CENTER,"I-65, EXIT 230",Demotte,IN,365,3.44733333,,
66278,PILOT TRAVEL CENTERS #394,"I-84, EXIT 6",Newburgh,NY,32,4.359,,
66310,FLYING J #620,"I-70, EXIT 49",Smithton                                ,PA,165,4.109,,
66315,SPEEDWAY #6748,"I-94, EXIT 34 & US-421",Michigan City,IN,465,3.68233333,,
66319,ROAD RANGER #211,I-90 & RIVERSIDE BLVD,Loves Park,IL,520,3.469,42.319192,-88.9591833
66322,LOVES TRAVEL STOP #318,"I-57, EXIT 83 & CR-42",Ina,IL,574,3.489,,
66322,LOVES TRAVEL STOP #318,"I-57, EXIT 83 & CR-42",Ina,IL,574,3.589,,
66322,LOVES TRAVEL STOP #318,"I-57, EXIT 83 & CR-42",Ina,IL,574,3.389,,
66346,PILOT TRAVEL CENTERS #247,"I-74, EXIT 39 & SR-32",Crawfordsville,IN,375,3.899,,
66346,PILOT TRAVEL CENTER #247,"I-74, EXIT 39 & SR-32",Crawfordsville,IN,375,3.899,,
66357,LOVES TRAVEL STOP #351,"I-80 & E 8TH RD, EXIT 81",Utica,IL,290,3.289,,
66357,LOVES TRAVEL STOP #351,"I-80 & E 8TH RD, EXIT 81",Utica,IL,290,3.449,,
66357,LOVES TRAVEL STOP #351,"I-80 & E 8TH RD, EXIT 81",Utica,IL,290,3.589,,
66357,LOVES TRAVEL STOP #351,"I-80 & E 8TH RD, EXIT 81",Utica,IL,290,3.389,,
66365,LIBERTY,US-202,Ringoes,NJ,230,3.399,40.4278745,-74.8629153
66368,PETRO STOPPING CENTER #371,"I-90, EXIT 41",Waterloo,NY,190,4.19566666,,
66369,LOVES TRAVEL STOP #319,"I-74, EXIT 61",Pittsboro,IN,375,3.889,,
66393,VILLAGE PANTRY #5210,"I-74, EXIT 206",Oakwood,IL,280,3.199,,
66393,VILLAGE PANTRY #5210,"I-74, EXIT 206",Oakwood,IL,280,3.299,,
66393,VILLAGE PANTRY #5210,"I-74, EXIT 206",Oakwood,IL,280,3.179,,
66439,JACK FLASH,I-55,Farmersville                            ,IL,574,3.259,,
66439,JACK FLASH,I-55,Farmersville                            ,IL,574,3.199,39.4623986,-89.6442207
66440,BP CONNECT #4701,I-55,Chicago,IL,290,3.569,41.8290612,-87.7056651
66447,CIRCLE K #4701207,"U-55, EXIT 220",Dwight,IL,399,3.349,,
66465,Knapp Truck Stop,"I-64, EXIT 50 & SR-127",Nashville                               ,IL,574,3.299,,
66474,FAMCO EXPRESS,"I-690, EXIT 8",Syracuse,NY,235,3.299,43.0540679,-76.1186702
66487,COMPASS,"I-55, EXIT 282",La Grange                               ,IL,290,3.549,,
66487,COMPASS,"I-55, EXIT 282",La Grange                               ,IL,290,3.749,,
66488,HUCKS FOOD & FUEL #54,I-74,Farmer City                             ,IL,280,3.339,40.2620993,-88.6506682
66488,HUCKS FOOD & FUEL #54,I-74,Farmer City                             ,IL,280,3.269,40.2620993,-88.6506682
66508,SAMS SUNOCO,I-75                          ,Toledo                                  ,OH,550,3.399,,
66509,FOUR STAR FOOD MART,"I-75, EXIT 122",Lima,OH,411,3.144,,
66531,MIDWAY EXXON TRAVEL CENTER,"I-78, EXIT 16",Bethel                                  ,PA,70,3.359,40.4715932,-76.3145343
66532,PETRO PLAZA,"I-78, EXIT 17",Hampton,NJ,115,3.26566666,,
66537,BECKS EXPRESS MART #26,"I-80, EXIT 19",Geneseo,IL,270,3.269,,
66539,SOUTH RIDGE FARM MARKET,"I-80, EXIT 6",Clyde                                   ,OH,550,3.399,,
66565,KWIK FILL #395,"I-86, EXIT 12",Jamestown,NY,240,4.499,,
66565,KWIK FILL #395,"I-86, EXIT 12",Jamestown,NY,240,4.469,,
66586,CIRCLE K #4707609,US-20 & SR-12,Sangerfield,NY,235,4.099,42.9137647,-75.3813811
66601,LOVES TRAVEL STOP #323,"I-69, EXIT 264 & SR-18",Marion,IN,457,3.57566666,,
66604,GALLOPS,"I-90, I-80, EXIT 40",La Porte,IN,370,3.549,,
66622,DUNCAN TRUCK STOP,"I-95, EXIT 15",Jersey City                             ,NJ,115,3.409,,
66624,Sunoco,"I-95, EXIT 25",Croydon                                 ,PA,160,3.659,,
66659,MARATHON,SR-37,Mitchell                                ,IN,415,3.599,38.7271913,-86.4834326
66667,CIRCLE K #4701408,"I-36, EXIT 99",Rochelle,IL,520,3.499,,
66718,Bartonville SHELL,"I-474, EXIT 6",Peoria,IL,368,4.299,,
66741,DEANS LANE VALERO,I-295,Monmouth Junction,NJ,230,3.14566666,40.3789957,-74.5465436
66742,DEEP WATER TRUCK STOP,"I-295, EXIT 2C",Penns Grove,NJ,230,3.279,,
66747,LOVES TRAVEL STOP #322,"I-90, EXIT 3",Roscoe,IL,290,3.789,,
66774,Clark #4667,"I-80/I-90, EXIT 39 & SR-109",Delta,OH,550,3.699,,
66775,GO MART,US-33 & CR-116,Rockbridge,OH,315,3.499,,
66776,S&G #77,US-224 & US-23,Alvada,OH,411,3.259,41.0673579,-83.4017701
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.509,,
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.449,,
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.539,,
66812,FAMILY EXPRESS #47 (DISCOUNT AVAILABLE),"I-65, EXIT 201 & US-24/US-231",Remington,IN,375,3.55233333,,
66813,MCCLURE OIL #59,I-69 EXIT 259,Gas City                                ,IN,457,3.639,,
66819,ROAD RANGER #265,"I-88, EXIT 54",Dixon,IL,520,3.499,,
66819,ROAD RANGER #265,"I-88, EXIT 54",Dixon,IL,520,3.479,,
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.339,,
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.439,,
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.449,,
66838,RUTTERS #96,US-322 & SR-655,Milroy,PA,14,4.05066666,,
66854,TA WAPAKONETA TRAVEL CENTER,"I-75, EXIT 111",Wapakoneta                              ,OH,411,3.28233333,,
66870,PETRO STOPPING CENTER NAPOLEON,"US-24/US-6/CR-3, EXIT 41",Napoleon,OH,550,3.70566666,,
66880,LOVES TRAVEL STOP #324,I-80 EXIT 242 & SR 339,Mifflinville,PA,138,3.96566666,,
66918,MINIT MART #647,"I-39, EXIT 35 & SR-17",Wenona,IL,280,3.549,,
66918,MINIT MART #647,"I-39, EXIT 35 & SR-17",Wenona,IL,280,3.499,,
